baseMean log2FoldChange lfcSE stat pvalue padj Cohort
leptidea_sinapisG00000012711 10.2083619720565 -2.44045744845981 0.683407716299636 -3.57101242823809 0.000355604019126957 0.0462869052359133 catIII
leptidea_sinapisG00000013878 113.467836094503 -1.36066267169594 0.376518527791998 -3.6138000423916 0.000301741802645667 0.044093982725104 catIII
leptidea_sinapisG00000011014 541.512106652214 -3.05743688686739 0.677034091504884 -4.51592752156903 6.30402247702573e-06 0.00513631922865147 catIII
leptidea_sinapisG00000002998 71.0867762169547 -2.05178939442964 0.471340651421266 -4.35309237224233 1.34230558214208e-05 0.00900480537066234 catIII
leptidea_sinapisG00000013314 826.858832593473 1.08678436672521 0.28673000633957 3.79027078679079 0.000150483142647136 0.0310856771521253 catIII
leptidea_sinapisG00000009113 63.6283453517139 -3.39051561659833 0.822938942471143 -4.12000871707103 3.78858065297518e-05 0.0173895851971561 catIII
leptidea_sinapisG00000001630 382.315366583792 3.74155413105613 1.01948344775781 3.67004892456574 0.000242504049806074 0.0407256051299068 catIII
leptidea_sinapisG00000003229 99.7191598547059 -2.10886287687551 0.526765462837984 -4.00341902734829 6.24335763636e-05 0.0201660451654428 catIII
leptidea_sinapisG00000013255 181.286158254577 -5.52807956222366 1.36279786023882 -4.05641931464062 4.98307655799831e-05 0.0194892942942679 catIII
leptidea_sinapisG00000014955 588.672470620239 -2.52229981231202 0.517928175974051 -4.86997991095659 1.11609595122275e-06 0.00342264529984113 catIII
leptidea_sinapisG00000005725 34.7584158593975 -1.09084911206361 0.298426120460101 -3.65534059277982 0.000256840761626519 0.0407256051299068 catIII
leptidea_sinapisG00000003263 58.3022781227366 -2.64851735834325 0.693412653910633 -3.81953998590368 0.000133700785358194 0.0291501137277203 catIII
leptidea_sinapisG00000007997 40.122451567331 1.21062383224922 0.331052765569508 3.65689085897407 0.000255293014017387 0.0407256051299068 catIII
leptidea_sinapisG00000012441 82.3375892005812 -2.23862241741124 0.584329309764508 -3.83109725971718 0.00012757306056439 0.0285272990046677 catIII
leptidea_sinapisG00000015320 67.2316125605622 2.51995066733534 0.667644800352062 3.77438821661835 0.000160400810898479 0.0310856771521253 catIII
leptidea_sinapisG00000001843 662.896604802081 1.01597145445785 0.257203800430549 3.95006392890443 7.81303222241519e-05 0.0238829008594784 catIII
leptidea_sinapisG00000000464 13.4745104009181 -4.66047294610461 1.14659065856737 -4.06463537033148 4.81076111377463e-05 0.0194892942942679 catIII
leptidea_sinapisG00000000671 10.9742377243747 -3.84062596312127 0.79350268132954 -4.84009197887796 1.29779048963616e-06 0.00342264529984113 catIII
leptidea_sinapisG00000000678 22.307286644664 -2.83220248410329 0.687395818717611 -4.12019160865276 3.78557450442716e-05 0.0173895851971561 catIII
leptidea_sinapisG00000002694 29.117175447805 -3.36224315770398 0.858004791955625 -3.91867643307739 8.90365438227277e-05 0.0242652405836878 catIII
leptidea_sinapisG00000010346 13.1755243189726 -2.71319808927985 0.743596656006521 -3.648749718498 0.000263519675329461 0.0410384837240755 catIII
leptidea_sinapisG00000002201 71.0861904282915 1.39660377965276 0.354646827004283 3.93801289990365 8.21591785456349e-05 0.0238829008594784 catIII
leptidea_sinapisG00000009059 52.7423848566241 1.33885317298329 0.286260175083211 4.67705007374536 2.91031209993261e-06 0.00377230955229756 catIII
leptidea_sinapisG00000008043 44.0523691918281 -1.45659064691136 0.319953923876313 -4.55250127663522 5.30118391580963e-06 0.00513631922865147 catIII
leptidea_sinapisG00000006065 227.582950277657 -1.30530806267461 0.351165374278319 -3.71707508280721 0.000201542561644922 0.0351530536021073 catIII
leptidea_sinapisG00000005132 15.5835974199348 -3.07813444153755 0.765139056184271 -4.02297388514988 5.74678706336178e-05 0.0194892942942679 catIII
leptidea_sinapisG00000000155 45.8363786089178 -2.38617332856342 0.614429964781009 -3.88355624780422 0.000102939704563078 0.0256496332427028 catIII
leptidea_sinapisG00000007918 85.6941164591761 -2.22489945009952 0.615904430914662 -3.61241020265983 0.000303364174235321 0.044093982725104 catIII
leptidea_sinapisG00000000729 402.372989894006 -3.24373926387026 0.681849104410889 -4.7572684966314 1.96230094016806e-06 0.00342264529984113 catIII
leptidea_sinapisG00000008965 13.1494526200045 2.83051055051341 0.79034028461089 3.58138210290895 0.000341781363550319 0.0458565426388051 catIII
leptidea_sinapisG00000010016 131.384902339521 -2.06612420902538 0.534342356505086 -3.866667472403 0.000110332705686911 0.0262633793398322 catIII
leptidea_sinapisG00000002861 179.961153595843 -2.45549997396783 0.39735650211723 -6.17958926275074 6.42685880527872e-10 5.60486356408357e-06 catIII
leptidea_sinapisG00000000706 44.3923774193061 -2.24659749229951 0.602580550905812 -3.72829406611676 0.000192780349326152 0.0343109678872116 catIII
leptidea_sinapisG00000006744 16.6651809657083 -4.98269569191118 1.06720535967392 -4.66891929162878 3.02788291091422e-06 0.00377230955229756 catIII
leptidea_sinapisG00000003506 36.9490040536636 -2.20105573965628 0.539146601582508 -4.08248096750628 4.45574621225087e-05 0.0194292813585199 catIII
leptidea_sinapisG00000002377 44.0129175590207 -1.25026026793532 0.342015255512848 -3.65556871450242 0.000256612459709982 0.0407256051299068 catIII
leptidea_sinapisG00000002370 26.1098078413372 -1.25186163555908 0.321825502008827 -3.88987705369832 0.00010029502221578 0.0256496332427028 catIII
leptidea_sinapisG00000005671 21.9483317718369 5.50337385131184 1.29172152150007 4.26049559422126 2.0397410344823e-05 0.0116330979109927 catIII
leptidea_sinapisG00000005929 19.8341961157389 -3.39122726862402 0.841026406997327 -4.0322482628477 5.52457799354328e-05 0.0194892942942679 catIII
leptidea_sinapisG00000000904 46.289436990141 3.30430336500809 0.873116941070464 3.78449118276978 0.000154023367734198 0.0310856771521253 catIII
leptidea_sinapisG00000012021 27.6947856837356 -1.53758996151607 0.395046630830331 -3.8921733322577 9.93502219174679e-05 0.0256496332427028 catIII
baseMean log2FoldChange lfcSE stat pvalue padj Cohort
leptidea_sinapisG00000002446 22.4448725496248 -2.03227071537706 0.444815315204025 -4.56879663517186 4.90532450608436e-06 0.029888142215572 sweIII
leptidea_sinapisG00000011418 52.7087596750274 5.57708130958903 1.08411793650694 5.14434926476593 2.68449694997369e-07 0.00327132798323794 sweIII
baseMean log2FoldChange lfcSE stat pvalue padj Cohort
leptidea_sinapisG00000014808 60.0840397963917 -2.99349345813529 0.759970573597243 -3.93895969414434 8.18356753128191e-05 0.0164415958657834 catVf
leptidea_sinapisG00000005091 21.609709521193 -3.69467629808462 0.768833406348982 -4.8055616048603 1.54317710505799e-06 0.00104462067318818 catVf
leptidea_sinapisG00000011566 178.79962168309 -6.19032624004156 1.61629217170092 -3.82995497251411 0.000128166709042489 0.0202373483394624 catVf
leptidea_sinapisG00000002069 22.7344642670331 -2.94599490984557 0.733630458585269 -4.01563876658913 5.92850033080643e-05 0.012213999485881 catVf
leptidea_sinapisG00000015332 34.3439040192551 -6.03963260479326 1.22876795218614 -4.91519378744208 8.86946818600524e-07 0.000646584230759782 catVf
leptidea_sinapisG00000010887 35.4773251743191 -3.3057274864726 0.749122026255099 -4.41280241484569 1.02041114740642e-05 0.00358164312739652 catVf
leptidea_sinapisG00000011650 1274.38570680716 -5.72828059773857 1.2865693105274 -4.4523684428555 8.49282746564783e-06 0.00309563561122864 catVf
leptidea_sinapisG00000006268 18.4489229873097 -3.25538787489847 0.781279445859981 -4.16673943254088 3.08987335901276e-05 0.00791425130361187 catVf
leptidea_sinapisG00000003967 1911.970943533 -5.22064676928369 0.955932326856748 -5.46131417738531 4.72622781031624e-08 5.58794127445415e-05 catVf
leptidea_sinapisG00000008059 748.540950099298 -3.7418297201433 0.659091054138841 -5.67725763632511 1.36871249831836e-08 4.32376278218771e-05 catVf
leptidea_sinapisG00000009905 18.4686074585821 -3.28559489934291 0.878638871650278 -3.73941445724093 0.000184449401401799 0.0257062790747772 catVf
leptidea_sinapisG00000011509 58.7189035930561 -3.42501717055139 0.876838955558305 -3.90609603832051 9.37992444718597e-05 0.0167723667898078 catVf
leptidea_sinapisG00000006897 106.342041387119 -3.81490825626143 0.804099513530534 -4.74432354710853 2.09204245169496e-06 0.00120550540737446 catVf
leptidea_sinapisG00000000141 21.1111388350771 -2.28259711996931 0.614285904299388 -3.71585462728903 0.000202518001649255 0.0274180443089998 catVf
leptidea_sinapisG00000005996 1910.33801067228 -4.04203797441226 0.765758087469187 -5.27847898775853 1.30260599690275e-07 0.000112225427569522 catVf
leptidea_sinapisG00000000165 1022.86691860572 -10.9407662936206 1.48481320277261 -7.36844626192085 1.72628090498982e-13 1.63599641365886e-09 catVf
leptidea_sinapisG00000007178 10.028526357562 -3.15113085176326 0.756134245925941 -4.16742247655305 3.08063229892138e-05 0.00791425130361187 catVf
leptidea_sinapisG00000015008 30.9749733068535 2.20114960826123 0.598231792662834 3.67942599383347 0.000233759511532296 0.029149195931468 catVf
leptidea_sinapisG00000001896 14.8436057085996 -3.78381239560465 0.932656288993881 -4.05702769633012 4.97011900662906e-05 0.0109479989170276 catVf
leptidea_sinapisG00000014858 21.3293783815641 -2.85798337235383 0.710474264126634 -4.02264165876166 5.75490198339616e-05 0.0121198235770323 catVf
leptidea_sinapisG00000001416 75.2239250460897 -3.98538953793579 0.730111895202217 -5.45860102283633 4.79900784937015e-08 5.58794127445415e-05 catVf
leptidea_sinapisG00000003348 15.0350404136167 -4.1358896005307 0.948187717433584 -4.36188902733852 1.28944271992472e-05 0.00436430309168806 catVf
leptidea_sinapisG00000005383 311.154364163471 1.02903446889701 0.291723175649289 3.52743475593491 0.000419607159348302 0.0467837299899277 catVf
leptidea_sinapisG00000006123 24.1790010952188 -4.00426219534018 0.920189785366799 -4.35156123119105 1.35171559964052e-05 0.00441731335785971 catVf
leptidea_sinapisG00000015256 122.941427068601 -4.00412603463164 0.884153647226592 -4.52876719695922 5.93288223102403e-06 0.00255572385924612 catVf
leptidea_sinapisG00000005910 13.4619025756743 -3.62410780230698 0.967053297229454 -3.74757814557876 0.00017855021847882 0.0256381881897541 catVf
leptidea_sinapisG00000001006 100.275935720493 -3.57199683038697 0.919477743052736 -3.88481054313253 0.000102409716900865 0.0176461252194453 catVf
leptidea_sinapisG00000006678 51.7916613769025 -6.65469124719269 1.04929564868289 -6.34205550699262 2.2671959427642e-10 1.07431079747882e-06 catVf
leptidea_sinapisG00000014954 165.946504266556 -3.6480455510213 0.969851866258415 -3.76144613207279 0.000168933806472387 0.0250154013115439 catVf
leptidea_sinapisG00000010222 766.20905175708 -4.24269586054637 0.895533658253034 -4.73761742112834 2.16245562154329e-06 0.00120550540737446 catVf
leptidea_sinapisG00000003202 151.275994816632 -4.21387805526644 0.749491386314691 -5.62231685675057 1.8841327100679e-08 4.46398142332838e-05 catVf
leptidea_sinapisG00000014721 65.2280410802757 -4.41733785949542 1.12264074230932 -3.93477422742451 8.32749394911472e-05 0.0164415958657834 catVf
leptidea_sinapisG00000009486 134.203690000243 -4.59417245284426 1.02660590245026 -4.47510816164125 7.63726405011189e-06 0.00289513405611642 catVf
leptidea_sinapisG00000007390 29.0899172332244 -4.75614459280888 0.853565217108056 -5.57209279089776 2.51697292385369e-08 4.74062238095756e-05 catVf
leptidea_sinapisG00000008598 24.4569242987238 -3.42293765174938 0.748556180624593 -4.57271977755001 4.81433814373237e-06 0.00240134118885009 catVf
leptidea_sinapisG00000004890 45.5355273922882 3.22232026687145 0.873108028724864 3.6906318128554 0.000223697733100076 0.029040868720403 catVf
leptidea_sinapisG00000011690 29.5544603009217 -3.40649785867356 0.830388234263366 -4.10229543015557 4.09071486586179e-05 0.00969192619594305 catVf
leptidea_sinapisG00000006211 332.400581033161 -2.69375605519691 0.736578916296018 -3.65711805700713 0.000255066921297623 0.031280575111016 catVf
leptidea_sinapisG00000006217 1161.60965397257 -3.7414340449821 0.875181398122863 -4.27503835548485 1.91104392132927e-05 0.00548817067952652 catVf
leptidea_sinapisG00000000464 18.071395732505 -5.09703557240187 1.20330378865359 -4.23586763414505 2.27670871273391e-05 0.0063317694458866 catVf
leptidea_sinapisG00000014597 30.6072190078526 -4.20959341987569 0.900516160016004 -4.67464506111792 2.94462440885855e-06 0.00155034475126403 catVf
leptidea_sinapisG00000009612 88.7394790682708 -3.95873668279345 0.880998640024201 -4.49346514619444 7.00734946961762e-06 0.00276702712181526 catVf
leptidea_sinapisG00000011744 29.6333628792964 -1.47782965672323 0.390141165277197 -3.78793572237687 0.000151904133910712 0.0229174554723197 catVf
leptidea_sinapisG00000010348 90.5073542439526 -1.05418797755296 0.288444871907089 -3.65472948290972 0.000257453293094782 0.031280575111016 catVf
leptidea_sinapisG00000004512 419.469138805177 1.36962016405436 0.375320843921297 3.64919824261495 0.000263060045739128 0.0315572158667052 catVf
leptidea_sinapisG00000013438 84.5637971812652 -4.1568071963549 0.963952358604482 -4.31225377400677 1.61598800538389e-05 0.00494023171839456 catVf
leptidea_sinapisG00000010397 70.3033443013535 -1.43352465808919 0.372746551778896 -3.84584284213451 0.000120138750938729 0.0192975414007853 catVf
leptidea_sinapisG00000004309 12.5347434936663 -3.58539710653432 0.847640640449234 -4.22985512425894 2.33841859877631e-05 0.0063317694458866 catVf
leptidea_sinapisG00000003947 174.200402347165 2.82345988894486 0.720343442266277 3.91960240529428 8.86951687555184e-05 0.0167723667898078 catVf
leptidea_sinapisG00000001164 1744.90605546551 -3.28951687156694 0.854060547397295 -3.85162021778382 0.000117338901955558 0.0192753842882049 catVf
leptidea_sinapisG00000007979 208.480663890185 -2.58638061790272 0.689324687551582 -3.75204988971062 0.000175394548765894 0.0255725252100673 catVf
leptidea_sinapisG00000013186 13.4967326430236 -2.16848935039415 0.552690675309397 -3.92351354431705 8.72668568550608e-05 0.0167723667898078 catVf
leptidea_sinapisG00000012582 731.496248428704 -6.28255193298289 1.31324257134862 -4.78399959767606 1.71841027252775e-06 0.00108569161018304 catVf
leptidea_sinapisG00000014650 13.5478845165498 -3.41599731059612 0.753216157636241 -4.5352151251193 5.75448013400849e-06 0.00255572385924612 catVf
leptidea_sinapisG00000014132 1103.89059041989 -3.54640624190638 0.863137646992386 -4.10873775957274 3.97827501035124e-05 0.00966720827515352 catVf
leptidea_sinapisG00000000895 12.9911657110263 4.16738231575663 0.914212457979952 4.55843964866208 5.15350688185641e-06 0.00244198923596766 catVf
leptidea_sinapisG00000000270 10.4070750484838 -2.84652077981545 0.773256911697939 -3.68120961707924 0.000232130061032378 0.029149195931468 catVf
leptidea_sinapisG00000014011 1550.00183564307 -4.79950745212883 0.882146301115415 -5.44071595160596 5.30668687032683e-08 5.58794127445415e-05 catVf
leptidea_sinapisG00000011421 21.3164084781869 -1.44150492517052 0.368851254960481 -3.9080927766532 9.30275850909091e-05 0.0167723667898078 catVf
leptidea_sinapisG00000010146 820.967239242761 -4.35476690252762 0.965767212979961 -4.50912688275117 6.50949702955105e-06 0.00268219579778501 catVf
leptidea_sinapisG00000010926 162.075903772245 -1.17827608175582 0.318880834625915 -3.6950357431737 0.000219855856755198 0.0289385271454029 catVf
leptidea_sinapisG00000006688 98.6665856617268 -3.36252078650653 0.955331183490794 -3.51974356601637 0.000431964215927012 0.0476014520272127 catVf
leptidea_sinapisG00000006528 95.6105663564136 -3.97809073478146 0.929318488209562 -4.280653818096 1.86345037148438e-05 0.00548817067952652 catVf
leptidea_sinapisG00000002577 23.0024080261844 -2.88737409252742 0.823230803943974 -3.50736886750891 0.000452561343203536 0.0492979752820679 catVf
leptidea_sinapisG00000007204 22.5895585215902 -4.51856641294963 0.886799062722971 -5.09536669905254 3.48066861891344e-07 0.000274885804178689 catVf
leptidea_sinapisG00000012867 17.8377628547322 -3.2604789909747 0.860918243024282 -3.78721094295912 0.000152347757175915 0.0229174554723197 catVf
leptidea_sinapisG00000005601 25.0595926304064 -1.81730434656352 0.448520063333337 -4.05177938542499 5.08295823941348e-05 0.0109479989170276 catVf
leptidea_sinapisG00000005738 25.4692692495005 -2.12406679877836 0.555171422031462 -3.82596566481404 0.000130260446207366 0.0202373483394624 catVf
leptidea_sinapisG00000005734 89.1747732695177 -3.14463345386082 0.812003905637503 -3.87268267064796 0.000107643941382091 0.0182168148656799 catVf
leptidea_sinapisG00000008462 1731.70823211573 -5.58263940324859 1.00744963406953 -5.54135831157918 3.00134370430995e-08 4.74062238095756e-05 catVf
leptidea_sinapisG00000009305 215.281254292508 -4.23535378444958 0.801708359315578 -5.28291084312171 1.27147278299977e-07 0.000112225427569522 catVf
leptidea_sinapisG00000000597 99.2420247518116 -2.76928443014041 0.74399438875267 -3.72218456483684 0.000197506566455538 0.0271270975405671 catVf
baseMean log2FoldChange lfcSE stat pvalue padj Cohort
leptidea_sinapisG00000002514 533.763748466471 -1.92790289243907 0.316220564873136 -6.09670308195332 1.08278367168974e-09 1.01900771342721e-05 sweVf
leptidea_sinapisG00000010660 56.1033990253897 -5.75623208745252 1.32267643737869 -4.35195783699024 1.34927213670779e-05 0.0428624110161704 sweVf
leptidea_sinapisG00000009168 171.840753125896 4.92687580840896 1.13282345413195 4.34920003680917 1.36635036710776e-05 0.0428624110161704 sweVf
baseMean log2FoldChange lfcSE stat pvalue padj Cohort
leptidea_sinapisG00000014808 299.804357996071 -6.35997688736286 1.23989265082183 -5.12945768583055 2.90578076103882e-07 0.000646536219331137 catVm
leptidea_sinapisG00000007557 125.738848307779 4.66332604783106 1.21832715298117 3.82764681589851 0.000129374216181651 0.034891834061112 catVm
leptidea_sinapisG00000008341 22.5507190959298 -1.60687202712223 0.433686090496196 -3.70515002056845 0.000211265653645329 0.0403102160585643 catVm
leptidea_sinapisG00000012431 22.9942965405029 -1.19268589076936 0.285885826219469 -4.17189584576943 3.02075718974622e-05 0.0179231593258275 catVm
leptidea_sinapisG00000013362 19.3558579034589 -1.41245680253231 0.349901187394511 -4.03673052112216 5.42012662686712e-05 0.0236792581551621 catVm
leptidea_sinapisG00000012518 22.8240038941601 -1.14608601137324 0.318054091810183 -3.60343111717371 0.000314044000748161 0.0499835348626407 catVm
leptidea_sinapisG00000005244 17.2090189497166 -4.351566356647 1.15355518264278 -3.77230879122543 0.000161743908309799 0.0354690189906812 catVm
leptidea_sinapisG00000002686 252.456571179657 4.65248878795281 1.25633364838785 3.70322707978329 0.000212874174691295 0.0403102160585643 catVm
leptidea_sinapisG00000003917 471.541839275532 4.87347164815036 1.22936932568693 3.96420469123647 7.36410452695743e-05 0.0243725514022518 catVm
leptidea_sinapisG00000004533 32.9413910043417 -1.78411621950885 0.339333580546991 -5.25770605029108 1.45863422073964e-07 0.000432728152152761 catVm
leptidea_sinapisG00000001268 448.820341972933 -4.75439601884265 1.27072908522901 -3.74147099811273 0.000182946292297643 0.0370050454874777 catVm
leptidea_sinapisG00000011265 120.691174202375 -1.90640493064144 0.497499485757344 -3.83197367076535 0.000127119346326719 0.034891834061112 catVm
leptidea_sinapisG00000001066 20.0959369349301 -1.34326668697652 0.318122090855338 -4.22248792394412 2.41620348317304e-05 0.0165902273812016 catVm
leptidea_sinapisG00000006102 10.0295836877993 -1.6424793548778 0.386510077837748 -4.24951236476503 2.14236383828691e-05 0.0165902273812016 catVm
leptidea_sinapisG00000004830 14.0663405467653 -1.70766621186295 0.423228099806837 -4.03486019156651 5.46348192484333e-05 0.0236792581551621 catVm
leptidea_sinapisG00000012403 48.4970407089688 -1.1443199255304 0.315443111271459 -3.62765863206834 0.000286003056201752 0.0471375407443629 catVm
leptidea_sinapisG00000006678 55.0043406789487 -6.62377392777739 1.30451616235035 -5.0775713777615 3.82289908499418e-07 0.000680476037128964 catVm
leptidea_sinapisG00000006654 243.837699698616 -4.70235107226377 1.17614775050645 -3.99809553709466 6.3854179294819e-05 0.0236792581551621 catVm
leptidea_sinapisG00000003052 34.0930627243341 3.14858132508627 0.863779745866985 3.64512057634091 0.000267266463524295 0.0448805948182306 catVm
leptidea_sinapisG00000007001 13.0432146860018 -1.58117922248217 0.417391733846498 -3.78823798907257 0.000151719481962896 0.0354690189906812 catVm
leptidea_sinapisG00000013278 99.9936342948062 -1.27661140766126 0.294036161145493 -4.34168165809229 1.41396302603214e-05 0.0139048433310791 catVm
leptidea_sinapisG00000012441 208.974283111832 -1.35164327209792 0.357927299427347 -3.77630673676031 0.000159170956479921 0.0354690189906812 catVm
leptidea_sinapisG00000007603 1313.50796654885 4.37578966440958 0.987186469905121 4.43258674810458 9.31092214139127e-06 0.010677406554578 catVm
leptidea_sinapisG00000003650 14.3002882166123 -4.63472676594954 1.15659191459228 -4.00722736124554 6.14357162033747e-05 0.0236792581551621 catVm
leptidea_sinapisG00000004561 38.4003223683127 -1.04912499259128 0.208585288789625 -5.029717094044 4.91204056205099e-07 0.000728619350037563 catVm
leptidea_sinapisG00000004362 218.886672428008 -4.7895484657113 1.25064662824188 -3.82965768071857 0.000128321638493734 0.034891834061112 catVm
leptidea_sinapisG00000002967 54.0588175397251 -1.14972010124261 0.197793214021572 -5.81273784811049 6.1459268782429e-09 5.46987492163618e-05 catVm
leptidea_sinapisG00000011273 33.418724996405 4.75126746801239 1.20900016167337 3.92991466720417 8.49760132521739e-05 0.0270102327837267 catVm
leptidea_sinapisG00000008041 399.59146364508 -1.15464758191265 0.309712116202071 -3.72813177628254 0.000192904508199779 0.0381522249550673 catVm
leptidea_sinapisG00000012823 108.065698511538 4.91775353735898 1.23426976383208 3.98434254930676 6.76672047379749e-05 0.0240895248867191 catVm
leptidea_sinapisG00000015353 446.827849573291 5.48484316376236 1.44406202843691 3.79820468633145 0.000145747943800835 0.0354690189906812 catVm
leptidea_sinapisG00000008337 40.3864366480235 -1.25371632407523 0.310761193702539 -4.03434003177145 5.47559779331809e-05 0.0236792581551621 catVm
leptidea_sinapisG00000004344 13.38325624171 -1.2467524766069 0.341385424675187 -3.65203780387849 0.000260167573312019 0.0445286808168648 catVm
leptidea_sinapisG00000011005 11.0826560424299 3.87246520334967 1.02724116431263 3.76977221891306 0.000163396604339093 0.0354690189906812 catVm
leptidea_sinapisG00000012152 39.2997158054846 -4.14192607544729 1.12152968001732 -3.69310429250819 0.00022153311523698 0.0410759317835233 catVm
leptidea_sinapisG00000006380 57.9103616500271 -5.20409136842953 1.20473158215782 -4.31971025372171 1.56234194731226e-05 0.0139048433310791 catVm
leptidea_sinapisG00000012068 36.5757922120549 -3.49445516642457 0.93095268491462 -3.75363348003562 0.000174289654587373 0.0369328077578005 catVm
leptidea_sinapisG00000014187 46.9750827532002 -5.10277044688622 1.15289630061986 -4.42604460101284 9.59766881310382e-06 0.010677406554578 catVm
leptidea_sinapisG00000012046 35.0670482615263 1.0041127477714 0.190868004737698 5.2607703902564 1.43453080407609e-07 0.000432728152152761 catVm
baseMean log2FoldChange lfcSE stat pvalue padj Cohort
leptidea_sinapisG00000002514 361.091878844678 -1.46102041807372 0.387055165678411 -3.77470848506288 0.00016019488510258 0.0498526482439228 sweVm
leptidea_sinapisG00000013360 102.107446012943 -1.09854741379626 0.267903712883957 -4.10053075401795 4.1220364882877e-05 0.0174924239339336 sweVm
leptidea_sinapisG00000011566 65.8264652975563 -6.18538229007114 1.42667108605621 -4.33553490396274 1.45406098449266e-05 0.0104423948855565 sweVm
leptidea_sinapisG00000001704 123.319662947794 -1.26680536306968 0.295496182538034 -4.28704476717437 1.81065814029571e-05 0.0116375605703696 sweVm
leptidea_sinapisG00000002427 144.122992369251 5.79469661311411 1.39927757648346 4.1412059411949 3.45484588271757e-05 0.0169760216637112 sweVm
leptidea_sinapisG00000001345 22.467609192097 -2.30019369481698 0.454305412984684 -5.06309990828685 4.12493538625407e-07 0.00136265139507434 sweVm
leptidea_sinapisG00000015271 44.8546496516298 6.35579258771183 1.24723186091904 5.09591904028853 3.47053430335166e-07 0.00136265139507434 sweVm
leptidea_sinapisG00000010427 18.8310827013486 -2.53452834776262 0.543326025908051 -4.66483883875562 3.08859006175026e-06 0.00334871280250541 sweVm
leptidea_sinapisG00000009258 13.9298447185687 -3.35392064221174 0.720384032473864 -4.65573984294747 3.22819357568003e-06 0.00334871280250541 sweVm
leptidea_sinapisG00000005301 64.8633423746263 -6.23596661911819 1.36466717379966 -4.56958791040259 4.8868415079054e-06 0.00456235523178048 sweVm
leptidea_sinapisG00000013252 12.1472251428235 -4.06009600606999 0.987952505796329 -4.1096064661503 3.96333956875284e-05 0.0174924239339336 sweVm
leptidea_sinapisG00000009745 18.3278584048409 5.03860633561244 1.29273039644325 3.89764667828296 9.713199148905e-05 0.0323865811622061 sweVm
leptidea_sinapisG00000014270 132.79145574437 5.67365834379188 1.19494128627906 4.74806453583936 2.05372510303724e-06 0.00273908250885081 sweVm
leptidea_sinapisG00000006182 378.245237139258 -2.45416433526577 0.62481485899686 -3.92782645919454 8.5717024766127e-05 0.0307790055083293 sweVm
leptidea_sinapisG00000003485 18.4849460621618 -2.5147124341123 0.614956699708458 -4.08925121932079 4.32767947651346e-05 0.0175666154750999 sweVm
leptidea_sinapisG00000001573 27.6774649633721 4.8074331895591 1.12629275192477 4.26836910860295 1.96907313870809e-05 0.0116375605703696 sweVm
leptidea_sinapisG00000007048 139.515715317413 -3.67569454530576 0.735655078003647 -4.99649177340082 5.83826647418312e-07 0.00136265139507434 sweVm
leptidea_sinapisG00000012014 13.0374132155938 -4.0372580065969 0.963547910320823 -4.18999196962884 2.78964326973234e-05 0.0153200644507183 sweVm
leptidea_sinapisG00000010660 14.6769616404805 -3.1068671268673 0.815809635608547 -3.8083236471579 0.000139912074798221 0.0450420389764203 sweVm
