baseMean log2FoldChange lfcSE stat pvalue padj Cohort
leptidea_sinapisG00000012711 10.2083619720565 -2.44045744845981 0.683407716299636 -3.57101242823809 0.000355604019126957 0.0462869052359133 catIII
leptidea_sinapisG00000013878 113.467836094503 -1.36066267169594 0.376518527791998 -3.6138000423916 0.000301741802645667 0.044093982725104 catIII
leptidea_sinapisG00000011014 541.512106652214 -3.05743688686739 0.677034091504884 -4.51592752156903 6.30402247702573e-06 0.00513631922865147 catIII
leptidea_sinapisG00000002998 71.0867762169547 -2.05178939442964 0.471340651421266 -4.35309237224233 1.34230558214208e-05 0.00900480537066234 catIII
leptidea_sinapisG00000013314 826.858832593473 1.08678436672521 0.28673000633957 3.79027078679079 0.000150483142647136 0.0310856771521253 catIII
leptidea_sinapisG00000009113 63.6283453517139 -3.39051561659833 0.822938942471143 -4.12000871707103 3.78858065297518e-05 0.0173895851971561 catIII
leptidea_sinapisG00000001630 382.315366583792 3.74155413105613 1.01948344775781 3.67004892456574 0.000242504049806074 0.0407256051299068 catIII
leptidea_sinapisG00000003229 99.7191598547059 -2.10886287687551 0.526765462837984 -4.00341902734829 6.24335763636e-05 0.0201660451654428 catIII
leptidea_sinapisG00000013255 181.286158254577 -5.52807956222366 1.36279786023882 -4.05641931464062 4.98307655799831e-05 0.0194892942942679 catIII
leptidea_sinapisG00000014955 588.672470620239 -2.52229981231202 0.517928175974051 -4.86997991095659 1.11609595122275e-06 0.00342264529984113 catIII
leptidea_sinapisG00000005725 34.7584158593975 -1.09084911206361 0.298426120460101 -3.65534059277982 0.000256840761626519 0.0407256051299068 catIII
leptidea_sinapisG00000003263 58.3022781227366 -2.64851735834325 0.693412653910633 -3.81953998590368 0.000133700785358194 0.0291501137277203 catIII
leptidea_sinapisG00000007997 40.122451567331 1.21062383224922 0.331052765569508 3.65689085897407 0.000255293014017387 0.0407256051299068 catIII
leptidea_sinapisG00000012441 82.3375892005812 -2.23862241741124 0.584329309764508 -3.83109725971718 0.00012757306056439 0.0285272990046677 catIII
leptidea_sinapisG00000015320 67.2316125605622 2.51995066733534 0.667644800352062 3.77438821661835 0.000160400810898479 0.0310856771521253 catIII
leptidea_sinapisG00000001843 662.896604802081 1.01597145445785 0.257203800430549 3.95006392890443 7.81303222241519e-05 0.0238829008594784 catIII
leptidea_sinapisG00000000464 13.4745104009181 -4.66047294610461 1.14659065856737 -4.06463537033148 4.81076111377463e-05 0.0194892942942679 catIII
leptidea_sinapisG00000000671 10.9742377243747 -3.84062596312127 0.79350268132954 -4.84009197887796 1.29779048963616e-06 0.00342264529984113 catIII
leptidea_sinapisG00000000678 22.307286644664 -2.83220248410329 0.687395818717611 -4.12019160865276 3.78557450442716e-05 0.0173895851971561 catIII
leptidea_sinapisG00000002694 29.117175447805 -3.36224315770398 0.858004791955625 -3.91867643307739 8.90365438227277e-05 0.0242652405836878 catIII
leptidea_sinapisG00000010346 13.1755243189726 -2.71319808927985 0.743596656006521 -3.648749718498 0.000263519675329461 0.0410384837240755 catIII
leptidea_sinapisG00000002201 71.0861904282915 1.39660377965276 0.354646827004283 3.93801289990365 8.21591785456349e-05 0.0238829008594784 catIII
leptidea_sinapisG00000009059 52.7423848566241 1.33885317298329 0.286260175083211 4.67705007374536 2.91031209993261e-06 0.00377230955229756 catIII
leptidea_sinapisG00000008043 44.0523691918281 -1.45659064691136 0.319953923876313 -4.55250127663522 5.30118391580963e-06 0.00513631922865147 catIII
leptidea_sinapisG00000006065 227.582950277657 -1.30530806267461 0.351165374278319 -3.71707508280721 0.000201542561644922 0.0351530536021073 catIII
leptidea_sinapisG00000005132 15.5835974199348 -3.07813444153755 0.765139056184271 -4.02297388514988 5.74678706336178e-05 0.0194892942942679 catIII
leptidea_sinapisG00000000155 45.8363786089178 -2.38617332856342 0.614429964781009 -3.88355624780422 0.000102939704563078 0.0256496332427028 catIII
leptidea_sinapisG00000007918 85.6941164591761 -2.22489945009952 0.615904430914662 -3.61241020265983 0.000303364174235321 0.044093982725104 catIII
leptidea_sinapisG00000000729 402.372989894006 -3.24373926387026 0.681849104410889 -4.7572684966314 1.96230094016806e-06 0.00342264529984113 catIII
leptidea_sinapisG00000008965 13.1494526200045 2.83051055051341 0.79034028461089 3.58138210290895 0.000341781363550319 0.0458565426388051 catIII
leptidea_sinapisG00000010016 131.384902339521 -2.06612420902538 0.534342356505086 -3.866667472403 0.000110332705686911 0.0262633793398322 catIII
leptidea_sinapisG00000002861 179.961153595843 -2.45549997396783 0.39735650211723 -6.17958926275074 6.42685880527872e-10 5.60486356408357e-06 catIII
leptidea_sinapisG00000000706 44.3923774193061 -2.24659749229951 0.602580550905812 -3.72829406611676 0.000192780349326152 0.0343109678872116 catIII
leptidea_sinapisG00000006744 16.6651809657083 -4.98269569191118 1.06720535967392 -4.66891929162878 3.02788291091422e-06 0.00377230955229756 catIII
leptidea_sinapisG00000003506 36.9490040536636 -2.20105573965628 0.539146601582508 -4.08248096750628 4.45574621225087e-05 0.0194292813585199 catIII
leptidea_sinapisG00000002377 44.0129175590207 -1.25026026793532 0.342015255512848 -3.65556871450242 0.000256612459709982 0.0407256051299068 catIII
leptidea_sinapisG00000002370 26.1098078413372 -1.25186163555908 0.321825502008827 -3.88987705369832 0.00010029502221578 0.0256496332427028 catIII
leptidea_sinapisG00000005671 21.9483317718369 5.50337385131184 1.29172152150007 4.26049559422126 2.0397410344823e-05 0.0116330979109927 catIII
leptidea_sinapisG00000005929 19.8341961157389 -3.39122726862402 0.841026406997327 -4.0322482628477 5.52457799354328e-05 0.0194892942942679 catIII
leptidea_sinapisG00000000904 46.289436990141 3.30430336500809 0.873116941070464 3.78449118276978 0.000154023367734198 0.0310856771521253 catIII
leptidea_sinapisG00000012021 27.6947856837356 -1.53758996151607 0.395046630830331 -3.8921733322577 9.93502219174679e-05 0.0256496332427028 catIII
