baseMean log2FoldChange lfcSE stat pvalue padj Cohort
leptidea_sinapisG00000011273 33.418724996405 4.75126746801239 1.20900016167337 3.92991466720417 8.49760132521739e-05 0.0270102327837267 catVm
leptidea_sinapisG00000008041 399.59146364508 -1.15464758191265 0.309712116202071 -3.72813177628254 0.000192904508199779 0.0381522249550673 catVm
leptidea_sinapisG00000012823 108.065698511538 4.91775353735898 1.23426976383208 3.98434254930676 6.76672047379749e-05 0.0240895248867191 catVm
leptidea_sinapisG00000015353 446.827849573291 5.48484316376236 1.44406202843691 3.79820468633145 0.000145747943800835 0.0354690189906812 catVm
leptidea_sinapisG00000008337 40.3864366480235 -1.25371632407523 0.310761193702539 -4.03434003177145 5.47559779331809e-05 0.0236792581551621 catVm
leptidea_sinapisG00000004344 13.38325624171 -1.2467524766069 0.341385424675187 -3.65203780387849 0.000260167573312019 0.0445286808168648 catVm
leptidea_sinapisG00000011005 11.0826560424299 3.87246520334967 1.02724116431263 3.76977221891306 0.000163396604339093 0.0354690189906812 catVm
leptidea_sinapisG00000012152 39.2997158054846 -4.14192607544729 1.12152968001732 -3.69310429250819 0.00022153311523698 0.0410759317835233 catVm
leptidea_sinapisG00000006380 57.9103616500271 -5.20409136842953 1.20473158215782 -4.31971025372171 1.56234194731226e-05 0.0139048433310791 catVm
leptidea_sinapisG00000012068 36.5757922120549 -3.49445516642457 0.93095268491462 -3.75363348003562 0.000174289654587373 0.0369328077578005 catVm
leptidea_sinapisG00000014187 46.9750827532002 -5.10277044688622 1.15289630061986 -4.42604460101284 9.59766881310382e-06 0.010677406554578 catVm
leptidea_sinapisG00000012046 35.0670482615263 1.0041127477714 0.190868004737698 5.2607703902564 1.43453080407609e-07 0.000432728152152761 catVm
